epsilon, dim, number_of_threads, algo_type, id_rep, compression_ratio, space_saving, time (s) 
1e-07, 65536, 1, TaskBased, 7, 43.6758, 0.977104, 4.79971
1e-07, 65536, 1, TaskBased, 8, 43.6758, 0.977104, 4.80079
1e-07, 65536, 1, TaskBased, mean, 43.6758, 0.977104, 4.80473
1e-07, 65536, 1, TaskBased, stddev, 7.53644e-15, 1.17757e-16, 0.0119146
1e-07, 131072, 1, Classic, 0, 79.0099, 0.987343, 10.6519
1e-07, 131072, 1, Classic, 1, 79.0099, 0.987343, 10.6917
1e-07, 131072, 1, Classic, 2, 79.0099, 0.987343, 10.6575
1e-07, 131072, 1, Classic, 3, 79.0099, 0.987343, 10.6891
1e-07, 131072, 1, Classic, 4, 79.0099, 0.987343, 10.6548
1e-07, 131072, 1, Classic, 5, 79.0099, 0.987343, 10.6854
1e-07, 131072, 1, Classic, 6, 79.0099, 0.987343, 10.6568
1e-07, 131072, 1, Classic, 7, 79.0099, 0.987343, 10.6912
1e-07, 131072, 1, Classic, 8, 79.0099, 0.987343, 10.6585
1e-07, 131072, 1, Classic, mean, 79.0099, 0.987343, 10.6708
1e-07, 131072, 1, Classic, stddev, 0, 0, 0.0178035
1e-07, 131072, 1, TaskBased, 0, 79.0099, 0.987343, 10.6818
1e-07, 131072, 1, TaskBased, 1, 79.0099, 0.987343, 10.688
1e-07, 131072, 1, TaskBased, 2, 79.0099, 0.987343, 10.65
1e-07, 131072, 1, TaskBased, 3, 79.0099, 0.987343, 10.6715
1e-07, 131072, 1, TaskBased, 4, 79.0099, 0.987343, 10.6491
1e-07, 131072, 1, TaskBased, 5, 79.0099, 0.987343, 10.6837
1e-07, 131072, 1, TaskBased, 6, 79.0099, 0.987343, 10.6834
1e-07, 131072, 1, TaskBased, 7, 79.0099, 0.987343, 10.6805
1e-07, 131072, 1, TaskBased, 8, 79.0099, 0.987343, 10.7195
1e-07, 131072, 1, TaskBased, mean, 79.0099, 0.987343, 10.6786
1e-07, 131072, 1, TaskBased, stddev, 0, 0, 0.0211139
1e-07, 262144, 1, Classic, 0, 141.814, 0.992948, 23.7158
1e-07, 262144, 1, Classic, 1, 141.814, 0.992948, 23.6993
1e-07, 262144, 1, Classic, 2, 141.814, 0.992948, 23.6832
1e-07, 262144, 1, Classic, 3, 141.814, 0.992948, 23.6637
1e-07, 262144, 1, Classic, 4, 141.814, 0.992948, 23.6997
1e-07, 262144, 1, Classic, 5, 141.814, 0.992948, 23.7316
1e-07, 262144, 1, Classic, 6, 141.814, 0.992948, 23.8266
1e-07, 262144, 1, Classic, 7, 141.814, 0.992948, 23.8454
1e-07, 262144, 1, Classic, 8, 141.814, 0.992948, 23.7977
1e-07, 262144, 1, Classic, mean, 141.814, 0.992948, 23.7403
1e-07, 262144, 1, Classic, stddev, 0, 1.17757e-16, 0.0660741
1e-07, 262144, 1, TaskBased, 0, 141.814, 0.992948, 23.8123
1e-07, 262144, 1, TaskBased, 1, 141.814, 0.992948, 23.8352
1e-07, 262144, 1, TaskBased, 2, 141.814, 0.992948, 23.7815
1e-07, 262144, 1, TaskBased, 3, 141.814, 0.992948, 23.8287
1e-07, 262144, 1, TaskBased, 4, 141.814, 0.992948, 23.8121
1e-07, 262144, 1, TaskBased, 5, 141.814, 0.992948, 23.7948
1e-07, 262144, 1, TaskBased, 6, 141.814, 0.992948, 23.8226
1e-07, 262144, 1, TaskBased, 7, 141.814, 0.992948, 23.8257
1e-07, 262144, 1, TaskBased, 8, 141.814, 0.992948, 23.7916
1e-07, 262144, 1, TaskBased, mean, 141.814, 0.992948, 23.8116
1e-07, 262144, 1, TaskBased, stddev, 0, 1.17757e-16, 0.018551
1e-07, 524288, 1, Classic, 0, 258.21, 0.996127, 52.1409
1e-07, 524288, 1, Classic, 1, 258.21, 0.996127, 51.9781
1e-07, 524288, 1, Classic, 2, 258.21, 0.996127, 51.9805
1e-07, 524288, 1, Classic, 3, 258.21, 0.996127, 52.3583
1e-07, 524288, 1, Classic, 4, 258.21, 0.996127, 52.6668
1e-07, 524288, 1, Classic, 5, 258.21, 0.996127, 52.5947
1e-07, 524288, 1, Classic, 6, 258.21, 0.996127, 52.5131
1e-07, 524288, 1, Classic, 7, 258.21, 0.996127, 52.5125
1e-07, 524288, 1, Classic, 8, 258.21, 0.996127, 52.4674
1e-07, 524288, 1, Classic, mean, 258.21, 0.996127, 52.3569
1e-07, 524288, 1, Classic, stddev, 0, 2.35514e-16, 0.261054
1e-07, 524288, 1, TaskBased, 0, 258.21, 0.996127, 52.4699
1e-07, 524288, 1, TaskBased, 1, 258.21, 0.996127, 52.4295
1e-07, 524288, 1, TaskBased, 2, 258.21, 0.996127, 52.3861
1e-07, 524288, 1, TaskBased, 3, 258.21, 0.996127, 52.3875
1e-07, 524288, 1, TaskBased, 4, 258.21, 0.996127, 52.322
1e-07, 524288, 1, TaskBased, 5, 258.21, 0.996127, 52.3472
1e-07, 524288, 1, TaskBased, 6, 258.21, 0.996127, 52.2866
1e-07, 524288, 1, TaskBased, 7, 258.21, 0.996127, 52.2936
1e-07, 524288, 1, TaskBased, 8, 258.21, 0.996127, 52.2984
1e-07, 524288, 1, TaskBased, mean, 258.21, 0.996127, 52.3579
1e-07, 524288, 1, TaskBased, stddev, 0, 2.35514e-16, 0.0647033
0.0001, 32768, 1, Classic, 0, 46.0398, 0.97828, 1.35147
0.0001, 32768, 1, Classic, 1, 46.0398, 0.97828, 1.37331
0.0001, 32768, 1, Classic, 2, 46.0398, 0.97828, 1.34801
0.0001, 32768, 1, Classic, 3, 46.0398, 0.97828, 1.34872
0.0001, 32768, 1, Classic, 4, 46.0398, 0.97828, 1.34858
0.0001, 32768, 1, Classic, 5, 46.0398, 0.97828, 1.37168
0.0001, 32768, 1, Classic, 6, 46.0398, 0.97828, 1.34751
0.0001, 32768, 1, Classic, 7, 46.0398, 0.97828, 1.34868
0.0001, 32768, 1, Classic, 8, 46.0398, 0.97828, 1.34734
0.0001, 32768, 1, Classic, mean, 46.0398, 0.97828, 1.35392
0.0001, 32768, 1, Classic, stddev, 7.53644e-15, 0, 0.0106056
0.0001, 32768, 1, TaskBased, 0, 46.0398, 0.97828, 1.34892
0.0001, 32768, 1, TaskBased, 1, 46.0398, 0.97828, 1.35031
