epsilon, dim, number_of_threads, algo_type, id_rep, compression_ratio, space_saving, time (s)
0.0001, 65536, 2, TaskBased, 8, 82.6103, 0.987895, 2.53446
0.0001, 65536, 2, TaskBased, mean, N.A, N.A, 2.53015
0.0001, 65536, 2, TaskBased, stddev, N.A, N.A, 0.0518694
0.0001, 131072, 4, Classic, 0, 152.266, 0.993433, 2.72294
0.0001, 131072, 4, Classic, 1, 152.266, 0.993433, 2.96356
0.0001, 131072, 4, Classic, 2, 152.266, 0.993433, 2.67503
0.0001, 131072, 4, Classic, 3, 152.266, 0.993433, 3.04207
0.0001, 131072, 4, Classic, 4, 152.266, 0.993433, 2.87655
0.0001, 131072, 4, Classic, 5, 152.266, 0.993433, 2.78014
0.0001, 131072, 4, Classic, 6, 152.266, 0.993433, 2.76303
0.0001, 131072, 4, Classic, 7, 152.266, 0.993433, 2.75236
0.0001, 131072, 4, Classic, 8, 152.266, 0.993433, 2.70645
0.0001, 131072, 4, Classic, mean, N.A, N.A, 2.80913
0.0001, 131072, 4, Classic, stddev, N.A, N.A, 0.124898
0.0001, 131072, 4, TaskBased, 0, 152.266, 0.993433, 3.04429
0.0001, 131072, 4, TaskBased, 1, 152.266, 0.993433, 3.06679
0.0001, 131072, 4, TaskBased, 2, 152.266, 0.993433, 3.08083
0.0001, 131072, 4, TaskBased, 3, 152.266, 0.993433, 3.01701
0.0001, 131072, 4, TaskBased, 4, 152.266, 0.993433, 3.1057
0.0001, 131072, 4, TaskBased, 5, 152.266, 0.993433, 3.06223
0.0001, 131072, 4, TaskBased, 6, 152.266, 0.993433, 3.04227
0.0001, 131072, 4, TaskBased, 7, 152.266, 0.993433, 3.20578
0.0001, 131072, 4, TaskBased, 8, 152.266, 0.993433, 3.06925
0.0001, 131072, 4, TaskBased, mean, N.A, N.A, 3.07713
0.0001, 131072, 4, TaskBased, stddev, N.A, N.A, 0.0544049
0.0001, 262144, 8, Classic, 0, 275.28, 0.996367, 4.2175
0.0001, 262144, 8, Classic, 1, 275.28, 0.996367, 3.97132
0.0001, 262144, 8, Classic, 2, 275.28, 0.996367, 4.1115
0.0001, 262144, 8, Classic, 3, 275.28, 0.996367, 4.22012
0.0001, 262144, 8, Classic, 4, 275.28, 0.996367, 4.14262
0.0001, 262144, 8, Classic, 5, 275.28, 0.996367, 4.10905
0.0001, 262144, 8, Classic, 6, 275.28, 0.996367, 3.97845
0.0001, 262144, 8, Classic, 7, 275.28, 0.996367, 3.96465
0.0001, 262144, 8, Classic, 8, 275.28, 0.996367, 4.12671
0.0001, 262144, 8, Classic, mean, N.A, N.A, 4.09355
0.0001, 262144, 8, Classic, stddev, N.A, N.A, 0.100161
0.0001, 262144, 8, TaskBased, 0, 275.28, 0.996367, 4.5976
0.0001, 262144, 8, TaskBased, 1, 275.28, 0.996367, 4.52064
0.0001, 262144, 8, TaskBased, 2, 275.28, 0.996367, 5.0672
0.0001, 262144, 8, TaskBased, 3, 275.28, 0.996367, 5.34649
0.0001, 262144, 8, TaskBased, 4, 275.28, 0.996367, 4.96069
0.0001, 262144, 8, TaskBased, 5, 275.28, 0.996367, 4.75706
0.0001, 262144, 8, TaskBased, 6, 275.28, 0.996367, 4.81778
0.0001, 262144, 8, TaskBased, 7, 275.28, 0.996367, 5.08326
0.0001, 262144, 8, TaskBased, 8, 275.28, 0.996367, 4.76483
0.0001, 262144, 8, TaskBased, mean, N.A, N.A, 4.87951
0.0001, 262144, 8, TaskBased, stddev, N.A, N.A, 0.260199
0.0001, 524288, 16, Classic, 0, 502.238, 0.998009, 8.36762
0.0001, 524288, 16, Classic, 1, 502.238, 0.998009, 8.06892
0.0001, 524288, 16, Classic, 2, 502.238, 0.998009, 7.94847
0.0001, 524288, 16, Classic, 3, 502.238, 0.998009, 8.02465
0.0001, 524288, 16, Classic, 4, 502.238, 0.998009, 7.81402
0.0001, 524288, 16, Classic, 5, 502.238, 0.998009, 7.92937
0.0001, 524288, 16, Classic, 6, 502.238, 0.998009, 7.83019
0.0001, 524288, 16, Classic, 7, 502.238, 0.998009, 7.82719
0.0001, 524288, 16, Classic, 8, 502.238, 0.998009, 8.06389
0.0001, 524288, 16, Classic, mean, N.A, N.A, 7.98604
0.0001, 524288, 16, Classic, stddev, N.A, N.A, 0.174555
0.0001, 524288, 16, TaskBased, 0, 502.238, 0.998009, 8.65843
0.0001, 524288, 16, TaskBased, 1, 502.238, 0.998009, 8.75452
0.0001, 524288, 16, TaskBased, 2, 502.238, 0.998009, 8.45961
0.0001, 524288, 16, TaskBased, 3, 502.238, 0.998009, 8.72527
0.0001, 524288, 16, TaskBased, 4, 502.238, 0.998009, 8.60114
0.0001, 524288, 16, TaskBased, 5, 502.238, 0.998009, 8.95621
0.0001, 524288, 16, TaskBased, 6, 502.238, 0.998009, 8.71247
0.0001, 524288, 16, TaskBased, 7, 502.238, 0.998009, 8.77124
0.0001, 524288, 16, TaskBased, 8, 502.238, 0.998009, 8.93155
0.0001, 524288, 16, TaskBased, mean, N.A, N.A, 8.73005
0.0001, 524288, 16, TaskBased, stddev, N.A, N.A, 0.153813
